"sales0","sales1","sales2","sales3","sales4","country","State","CouSub","population","store","store_Type_SupermarketType3","store_Type_GroceryStore","store_Type_SupermarketType1"
632,464,467,931,1119,75,37,99999,8861,"0",0,0,1
763,561,565,1001,1020,101,55,99999,195408,"1",0,0,1
643,519,542,870,1091,35,51,99999,30042,"1",0,0,1
894,532,747,1113,1583,17,50,53425,1072,"1",0,0,1
839,624,676,1127,1198,77,36,99999,62259,"0",0,0,1
1036,674,823,1290,1411,27,25,68610,8963,"1",0,0,0
634,412,495,934,937,131,20,99999,10178,"0",0,0,1
1943,1291,1564,2420,3010,1,9,83500,26391,"1",0,0,1
1001,639,801,1320,1575,13,33,24900,4566,"0",0,0,1
776,494,574,999,1037,153,39,99999,541781,"0",0,0,0
844,502,656,1183,1377,189,37,99999,51079,"0",0,1,0
1093,812,922,1393,1624,43,17,99999,916924,"1",0,0,1
1001,639,801,1320,1575,13,33,54260,4829,"0",0,0,1
848,588,666,1116,1133,9,23,16935,1681,"0",0,1,0
689,515,547,930,1204,17,23,80635,1553,"0",0,0,0
759,535,607,1076,1269,59,38,99999,27471,"1",0,0,1
617,453,456,909,956,145,5,99999,77076,"0",0,0,1
640,468,474,883,886,63,46,99999,1255,"0",0,0,1
766,518,599,961,1024,11,23,2100,19136,"1",0,0,1
836,543,682,1210,1481,1,35,99999,662564,"1",0,0,1
681,520,572,868,1053,29,23,21730,1331,"1",0,0,1
953,567,711,1187,1329,15,9,62710,9584,"0",0,0,1
1030,790,802,1305,1548,5,9,2760,3799,"1",0,0,0
773,545,652,1015,1142,7,1,99999,22915,"0",0,1,0
847,504,672,1055,1132,15,23,69645,548,"0",0,0,1
634,431,502,810,847,125,39,99999,19614,"0",0,0,1
1074,730,869,1421,1492,31,23,55085,8624,"1",0,0,0
643,428,475,948,951,33,27,99999,11687,"0",0,0,1
643,383,475,801,967,55,18,99999,33165,"1",0,0,1
643,480,510,910,1032,117,26,99999,63342,"0",0,0,1
1048,662,794,1305,1707,5,33,77380,2145,"0",0,1,0
643,455,475,904,962,165,48,99999,17526,"1",0,0,1
672,476,567,964,975,431,48,99999,1143,"0",0,0,1
666,448,562,932,1077,19,23,73600,396,"1",0,0,1
643,455,542,948,951,377,48,99999,7818,"0",1,0,0
600,440,443,836,839,37,38,99999,2394,"0",0,1,0
778,571,575,1146,1336,15,8,99999,17809,"0",0,0,1
634,412,535,825,922,33,20,99999,1891,"0",0,1,0
681,520,572,868,1053,29,23,44760,157,"1",0,0,1
1494,1071,1196,1861,2023,21,25,41690,27003,"1",0,0,1
877,567,651,1111,1416,441,48,99999,131506,"1",0,0,1
854,605,647,1258,1441,27,4,99999,195751,"1",0,0,1
1036,674,823,1290,1411,27,25,55395,3413,"0",0,0,1
746,599,627,1015,1019,25,23,47140,218,"0",0,0,1
940,759,791,1217,1615,35,45,99999,136555,"0",0,1,0
741,481,551,1011,1148,7,17,99999,54165,"1",0,1,0
713,545,601,1051,1263,11,56,99999,7083,"0",0,0,1
924,724,767,1154,1322,11,33,60580,6284,"1",0,1,0
640,468,540,943,946,129,46,99999,5438,"0",0,0,1
703,500,535,876,1245,21,27,99999,28567,"0",0,0,1
648,474,547,955,1067,281,48,99999,19677,"1",0,0,1
736,514,621,1072,1304,17,16,99999,40877,"0",0,0,0
901,728,758,1328,1596,27,6,99999,18546,"0",1,0,0
1001,639,801,1320,1575,13,33,9860,2352,"0",0,0,1
689,515,547,930,1204,17,23,46105,143,"0",1,0,0
1494,1071,1196,1861,2023,17,25,24925,68318,"1",0,1,0
944,686,773,1176,1407,7,44,41500,21105,"1",0,0,1
558,331,412,691,773,15,72,99999,19575,"1",0,0,1
620,409,458,851,947,75,29,99999,6738,"0",0,0,1
1185,948,954,1746,2099,5,44,49960,24672,"1",0,0,1
657,491,554,852,900,21,23,46020,2340,"0",1,0,0
601,464,502,810,975,45,72,99999,20778,"1",0,0,1
944,686,773,1176,1407,7,44,80780,41186,"1",0,0,1
586,473,494,811,824,267,13,99999,25520,"0",0,0,1
1328,936,1017,1663,1953,11,50,45850,1201,"1",0,0,1
728,541,610,990,1226,3,45,99999,160099,"1",0,0,1
1494,1071,1196,1861,2023,17,25,21990,41667,"1",0,0,1
932,559,703,1333,1588,5,23,60685,1474,"1",0,1,0
811,501,624,1046,1209,89,39,99999,166492,"0",0,0,1
721,429,533,898,964,155,31,99999,20780,"0",1,0,0
643,448,475,884,1135,85,26,99999,11539,"0",0,0,1
691,504,583,1018,1224,1,27,99999,16202,"0",0,0,0
944,686,773,1176,1407,5,25,77570,15532,"1",0,0,1
584,429,432,727,802,65,5,99999,13696,"0",0,0,1
917,627,724,1245,1289,31,23,64675,18482,"0",0,0,1
643,519,540,923,991,45,27,99999,20866,"1",0,0,1
1285,937,950,1764,1770,15,33,43220,24129,"1",1,0,0
723,584,603,955,1281,9,27,99999,38451,"1",0,1,0
643,455,475,801,859,267,48,99999,4607,"0",0,0,1
1109,750,864,1381,1627,17,25,76135,21951,"1",0,1,0
754,520,557,976,1008,49,55,99999,23687,"1",0,0,0
1168,798,910,1455,1561,9,25,7420,7965,"1",0,0,1
607,409,512,756,1071,139,31,99999,7266,"0",1,0,0
627,431,463,847,990,47,22,99999,33387,"1",0,0,1
654,389,483,871,875,135,39,99999,42270,"1",0,0,1
772,499,591,973,1033,1,23,44585,3031,"0",0,0,0
679,548,564,860,942,3,23,57936,0,"1",0,0,1
998,718,819,1352,1375,19,33,52580,6507,"0",0,0,0
634,431,535,899,998,163,39,99999,13435,"0",0,0,1
633,465,468,788,909,115,40,99999,31848,"0",0,0,1
1338,796,989,1666,1965,9,17,99999,6937,"0",0,0,1
1076,700,795,1340,1438,27,25,6365,4897,"1",0,1,0
620,418,458,816,1000,85,28,99999,34869,"0",0,0,1
953,567,711,1187,1329,15,9,73420,3830,"0",0,0,1
689,410,509,858,999,161,48,99999,19816,"0",0,0,1
1076,700,795,1340,1438,27,25,6015,9026,"0",0,0,1
620,432,458,812,920,133,28,99999,29450,"0",0,0,1
1156,814,959,1440,1546,5,34,99999,448734,"1",0,1,0
839,550,708,1045,1178,3,25,555,8485,"1",0,1,0
649,452,499,808,867,129,26,99999,21699,"0",0,1,0
663,394,490,826,886,137,17,99999,35547,"0",1,0,0
627,493,529,924,1001,93,22,99999,22102,"0",0,0,1
828,613,698,1116,1448,113,12,99999,151372,"1",1,0,0
599,472,475,816,819,123,1,99999,41616,"0",0,0,1
634,472,475,790,926,171,39,99999,37642,"0",0,0,1
1107,894,920,1530,1926,810,51,99999,437994,"1",1,0,0
1494,1071,1196,1861,2023,23,25,28285,13879,"1",0,0,0
663,394,521,938,981,5,39,99999,53139,"0",0,0,1
927,678,732,1199,1461,11,25,29650,706,"1",0,1,0
635,461,493,847,1047,69,1,99999,101547,"1",0,0,1
818,548,605,1205,1449,37,53,99999,40915,"0",1,0,0
645,468,480,945,1087,373,48,99999,45413,"0",0,0,1
715,547,603,890,1144,9,50,8725,1222,"0",0,0,1
828,595,698,1099,1107,423,48,99999,209714,"1",0,0,1
1074,730,869,1421,1492,5,23,10180,9015,"1",0,0,1
1074,730,869,1421,1492,5,23,41067,230,"1",0,0,1
709,573,598,883,1256,7,23,10915,560,"0",1,0,0
998,718,819,1352,1375,19,33,30500,810,"0",0,0,1
607,409,512,823,1005,101,31,99999,8368,"1",1,0,0
848,588,666,1116,1133,9,23,1185,265,"1",0,0,1
643,504,507,900,1124,29,16,99999,6963,"0",1,0,0
657,438,486,894,1104,41,27,99999,36009,"0",0,0,1
654,508,545,832,874,23,24,99999,30097,"0",0,0,1
604,412,446,890,1070,197,29,99999,4431,"0",0,0,1
1043,760,802,1299,1394,5,25,49970,19031,"1",0,0,1
833,571,660,1037,1205,19,23,32510,5416,"1",0,0,1
711,481,565,1000,1177,125,46,99999,8347,"1",0,0,1
1107,894,920,1530,1926,830,51,99999,14068,"1",0,0,1
723,439,544,997,1099,15,20,99999,65880,"1",0,0,1
420,314,350,519,570,107,72,99999,23423,"0",0,0,1
608,446,449,757,1077,9,45,99999,15987,"0",0,0,1
643,519,534,808,943,123,42,99999,41815,"0",0,0,1
609,474,477,813,816,33,1,99999,54428,"1",0,0,0
675,508,512,841,902,73,22,99999,153720,"1",0,0,1
604,443,446,798,807,117,29,99999,15195,"0",0,0,1
761,566,590,1089,1155,1,56,99999,36299,"0",0,0,1
715,547,603,890,1144,9,50,2125,24,"0",0,0,1
788,469,582,981,1395,67,30,99999,15636,"0",0,0,1
1019,707,786,1418,1424,3,33,3700,2788,"0",0,1,0
558,419,421,695,820,83,21,99999,37121,"0",0,0,1
719,428,538,966,1090,81,55,99999,44673,"0",0,0,0
904,647,713,1126,1373,21,50,34450,706,"0",0,0,0
924,616,739,1154,1314,11,25,68400,3684,"1",0,0,1
604,399,446,752,807,41,29,99999,7831,"0",0,0,1
682,551,575,1005,1208,119,51,99999,10959,"1",0,0,1
714,525,528,892,1121,57,48,99999,21381,"1",0,0,1
1214,891,897,1689,1695,7,9,19130,4629,"0",0,0,1
643,455,475,801,933,129,48,99999,3677,"0",0,1,0
677,498,571,843,1182,163,51,99999,22307,"0",0,0,1
679,501,521,959,1039,73,55,99999,134063,"1",0,0,1
916,708,773,1213,1474,85,13,99999,22330,"0",0,0,1
672,438,497,855,1190,13,46,99999,36531,"0",0,0,1
631,487,490,808,1065,57,17,99999,37069,"0",0,0,1
694,456,513,905,927,121,36,99999,42155,"0",0,0,1
882,664,704,1105,1445,122,2,99999,55400,"1",0,0,1
1048,662,794,1305,1707,5,33,45700,742,"0",0,0,1
1188,837,966,1488,1588,27,36,99999,297488,"1",0,0,1
1213,943,965,1523,1693,9,33,34820,4697,"0",1,0,0
1144,732,918,1425,1655,3,9,70550,43069,"1",0,0,1
1328,936,1017,1663,1953,7,50,6550,1182,"0",1,0,0
1472,876,1088,1833,2126,16,2,99999,5561,"0",0,0,1
850,616,710,1130,1213,37,47,99999,626681,"0",0,0,0
607,409,512,756,811,35,31,99999,6542,"0",0,0,1
935,557,719,1140,1270,3,50,71425,956,"0",0,0,1
1494,1071,1196,1861,2023,9,25,45245,17416,"1",0,0,1
609,362,507,802,917,107,47,99999,52266,"0",0,0,1
624,391,461,840,843,13,29,99999,17049,"1",0,0,1
872,551,695,1137,1247,493,48,99999,42918,"1",0,0,0
1107,894,920,1530,1926,73,51,99999,36858,"1",0,0,1
927,678,732,1199,1461,11,25,74525,848,"1",0,0,1
993,797,838,1306,1582,85,51,99999,99863,"0",0,0,1
783,575,579,975,1350,29,8,99999,30952,"0",0,0,1
584,429,432,794,1004,95,5,99999,8149,"0",0,0,1
794,559,670,1081,1150,27,23,78255,2099,"0",0,0,1
622,370,478,775,874,55,1,99999,104430,"1",0,0,1
846,503,625,1227,1233,131,27,99999,64142,"0",0,0,1
651,476,481,959,963,91,46,99999,4656,"1",0,0,1
668,540,563,899,902,63,42,99999,88880,"0",1,0,0
558,368,442,786,988,53,21,99999,10272,"0",0,0,1
584,429,432,861,953,107,5,99999,21757,"0",0,0,1
1076,700,795,1340,1438,27,25,28950,6520,"1",0,0,1
838,571,659,1068,1120,71,28,99999,47351,"0",0,0,1
776,508,593,1105,1237,17,21,99999,19985,"1",0,0,1
959,610,765,1280,1533,57,12,99999,1229226,"0",0,0,1
848,588,666,1116,1133,9,23,69750,274,"0",0,0,0
772,499,591,973,1033,1,23,38565,2326,"1",0,0,1
1001,639,801,1320,1575,13,33,16980,1164,"0",0,0,1
632,511,533,787,845,117,37,99999,24505,"0",0,1,0
847,504,672,1055,1132,15,23,70240,892,"0",0,0,1
721,507,538,922,1050,31,27,99999,5176,"0",0,0,1
655,427,484,940,1072,13,53,99999,4078,"0",1,0,0
643,455,542,948,1139,163,48,99999,17217,"0",0,0,1
643,459,542,875,997,57,54,99999,28212,"1",0,0,1
1048,662,794,1305,1707,5,33,74900,677,"0",0,0,1
506,400,422,734,884,113,72,99999,166327,"1",0,0,1
666,448,562,932,1077,19,23,59950,1380,"1",0,0,1
678,521,524,903,1041,159,37,99999,138428,"0",1,0,0
968,690,782,1206,1294,1,36,99999,304204,"1",0,0,1
710,521,525,1046,1050,415,48,99999,16921,"0",0,0,1
581,395,429,838,1029,177,47,99999,39839,"0",0,0,1
804,562,642,1104,1424,13,27,99999,64013,"1",0,0,1
1213,943,965,1523,1693,9,33,22020,254,"0",1,0,0
689,515,547,930,1204,17,23,41365,1140,"0",0,0,1
894,532,747,1113,1583,17,50,58075,4778,"0",0,0,1
608,446,449,803,813,87,45,99999,28961,"0",1,0,0
746,599,627,1015,1019,25,23,76190,37,"0",0,0,1
1370,898,1047,2019,2367,97,6,99999,483878,"1",0,0,1
886,703,747,1206,1524,5,12,99999,168852,"1",0,1,0
869,624,733,1082,1255,270,2,99999,7459,"0",0,0,1
710,448,554,957,1008,163,19,99999,165224,"1",0,0,1
690,488,543,875,922,233,48,99999,22150,"0",0,1,0
628,404,530,925,929,87,54,99999,14926,"0",0,0,1
1494,1071,1196,1861,2023,17,25,31540,19063,"1",0,0,0
1048,662,794,1305,1707,5,33,12260,3604,"0",0,0,1
593,402,481,744,900,159,19,99999,5131,"0",0,0,0
922,743,748,1182,1232,13,23,80215,4751,"0",1,0,0
631,419,507,786,927,47,17,99999,6721,"0",0,0,1
593,402,500,874,907,5,19,99999,14330,"0",1,0,0
632,511,533,896,1052,161,37,99999,67810,"0",0,0,1
953,567,711,1187,1329,15,9,40500,17370,"1",0,0,1
599,447,450,825,828,95,1,99999,93019,"0",0,0,1
972,648,729,1185,1493,25,50,17875,1124,"1",0,0,1
776,508,593,1105,1237,49,21,99999,35613,"1",0,0,1
833,571,660,1037,1205,19,23,45670,3070,"1",0,0,0
873,693,736,1132,1425,23,23,76960,8784,"1",0,0,1
643,472,475,901,922,3,56,99999,11668,"0",0,0,1
921,607,728,1229,1484,397,48,99999,78337,"1",0,0,1
662,394,489,824,978,75,8,99999,22709,"0",1,0,0
643,419,496,895,1053,135,18,99999,26171,"0",0,0,1
600,468,471,787,934,49,38,99999,5395,"0",0,0,1
1144,732,918,1425,1655,3,9,84900,26668,"0",1,0,0
631,463,466,793,1066,145,17,99999,22350,"0",0,1,0
722,430,567,979,1279,239,48,99999,14075,"0",0,0,0
643,455,542,801,933,317,48,99999,4799,"0",0,1,0
666,433,492,829,890,113,20,99999,29180,"0",0,1,0
735,558,620,1083,1302,13,49,99999,18607,"1",0,0,1
643,408,475,819,859,123,55,99999,29773,"0",0,0,1
648,458,523,858,925,149,26,99999,61295,"0",0,0,1
1213,943,965,1523,1693,9,33,40660,415,"1",0,0,1
709,573,598,883,1256,7,23,61840,1168,"0",0,0,1
709,573,598,883,1256,7,23,24005,618,"0",0,0,1
620,422,523,847,868,79,28,99999,23805,"1",0,0,1
924,724,767,1154,1322,11,33,36180,6011,"1",0,0,1
899,558,719,1298,1302,119,8,99999,23350,"1",0,0,1
643,421,475,923,1138,89,48,99999,20874,"0",1,0,0
1261,750,1018,1656,2106,117,8,99999,27994,"1",0,0,0
867,580,674,1153,1447,55,42,99999,149618,"0",0,0,1
670,492,495,834,895,5,1,99999,27457,"0",0,0,1
643,428,475,801,958,135,27,99999,15629,"0",0,0,1
581,395,429,724,888,17,47,99999,28522,"0",0,0,1
715,547,603,890,1144,9,50,39700,104,"0",0,0,1
1159,782,888,1558,1809,11,33,59940,12897,"1",0,1,0
1144,732,918,1425,1655,7,9,20810,7388,"1",0,0,1
676,487,525,853,903,85,42,99999,116638,"1",0,0,1
783,494,601,1062,1183,131,40,99999,86905,"1",0,0,1
1030,790,802,1305,1548,5,9,67960,2782,"0",0,0,1
792,555,619,1039,1140,53,36,99999,73442,"1",0,0,1
634,412,484,934,937,29,20,99999,9533,"0",0,0,0
1048,662,794,1305,1707,5,33,82660,1874,"0",0,0,0
819,580,633,1114,1390,27,54,99999,23964,"1",0,0,0
739,546,577,990,1041,111,28,99999,12250,"1",0,0,1
604,399,467,890,1036,73,29,99999,15222,"0",0,0,1
632,376,509,853,981,163,37,99999,63431,"0",0,0,1
581,395,444,779,821,127,47,99999,6362,"1",0,0,1
792,516,637,1056,1232,57,18,99999,274569,"1",0,0,1
631,478,515,786,955,51,17,99999,22140,"0",0,0,1
917,627,724,1245,1289,31,23,4860,21277,"1",0,0,1
687,409,567,885,918,241,13,99999,16276,"0",0,0,1
944,686,773,1176,1407,7,44,37720,28769,"0",0,0,0
933,630,692,1375,1600,23,6,99999,134623,"0",0,0,1
643,428,542,901,994,69,27,99999,4552,"0",0,0,1
742,549,581,1058,1199,7,36,99999,200600,"1",0,0,1
633,465,468,933,981,29,17,99999,53873,"0",1,0,0
586,473,494,805,967,11,13,99999,18395,"0",0,0,1
627,460,463,854,884,83,22,99999,20725,"0",0,0,0
634,512,530,837,847,79,39,99999,33225,"0",0,0,1
657,469,531,866,915,99,39,99999,238823,"1",0,0,1
972,648,729,1185,1493,25,50,84850,419,"0",1,0,0
558,365,430,695,988,177,21,99999,31499,"0",0,0,1
801,640,644,998,1171,51,45,99999,269291,"1",0,0,1
863,658,662,1096,1528,660,51,99999,48914,"1",0,0,1
927,678,732,1199,1461,11,25,61905,1771,"1",0,0,1
593,402,481,825,904,71,19,99999,7441,"0",0,0,1
924,616,739,1154,1314,13,25,765,28438,"1",0,0,1
619,419,496,771,855,51,19,99999,8753,"1",0,0,1
600,440,443,884,887,45,38,99999,4139,"0",0,0,1
613,399,459,799,833,67,31,99999,22311,"1",0,0,1
737,499,545,1011,1092,139,19,99999,42745,"0",0,0,1
1019,707,786,1418,1424,3,33,86420,6269,"0",0,0,1
643,473,477,850,1028,401,48,99999,53330,"1",0,0,1
1144,732,918,1425,1655,3,9,32640,11282,"1",0,0,1
833,571,660,1037,1205,19,23,78780,1919,"1",0,0,1
894,532,747,1113,1583,17,50,9325,1292,"0",0,0,1
772,499,591,973,1033,1,23,64570,4876,"1",0,0,1
844,673,712,1051,1128,5,25,520,10303,"1",0,0,0
645,421,516,803,862,49,18,99999,20836,"1",0,1,0
659,484,487,889,975,187,29,99999,65359,"0",0,0,1
645,487,491,829,1142,197,51,99999,29235,"0",0,0,1
735,496,590,933,1048,131,42,99999,28276,"1",0,0,0
689,515,547,930,1204,17,23,32370,1416,"0",0,1,0
777,570,574,1145,1246,159,51,99999,9254,"1",0,0,1
661,485,489,974,977,9,56,99999,13833,"0",0,0,1
924,616,739,1154,1314,15,25,62745,5792,"1",0,0,1
666,448,562,932,1077,19,23,38530,922,"1",0,0,1
643,472,475,948,1019,1,30,99999,9246,"0",0,0,0
645,384,477,803,862,53,55,99999,20449,"0",0,0,0
643,383,475,919,922,225,48,99999,23732,"0",0,0,1
1234,825,920,1614,1695,1,25,3600,45193,"1",0,0,1
626,372,528,780,837,111,40,99999,40069,"1",0,0,1
530,420,443,683,725,131,72,99999,42430,"1",0,0,1
1144,732,918,1425,1655,13,9,6260,4980,"1",0,0,1
643,419,475,948,998,155,18,99999,10613,"0",1,0,0
626,381,506,879,883,31,5,99999,96443,"1",0,0,1
643,384,542,801,978,117,42,99999,41981,"0",0,0,1
1458,1167,1230,1951,2451,9,24,99999,88737,"0",0,0,1
766,518,599,961,1024,11,23,12735,4328,"0",0,0,1
1036,674,823,1290,1411,27,25,34795,10970,"1",0,0,1
844,617,624,1244,1402,29,41,99999,203206,"1",0,0,1
924,616,739,1154,1314,13,25,65825,9502,"0",0,0,1
607,409,455,756,830,171,31,99999,647,"0",1,0,0
873,693,736,1132,1425,23,23,1570,427,"1",0,0,1
586,430,433,730,887,37,13,99999,6694,"1",0,0,1
927,678,732,1199,1461,11,25,14885,1671,"1",0,1,0
620,422,487,865,886,117,28,99999,25276,"0",0,0,1
679,548,564,860,942,3,23,11785,118,"0",0,0,0
644,383,493,802,881,107,37,99999,59495,"1",0,0,1
833,571,660,1037,1205,19,23,55680,3733,"1",0,0,1
1316,874,1055,1639,1818,9,9,82870,55564,"1",0,0,1
1481,1196,1249,1904,2134,85,36,99999,468730,"1",0,0,0
757,487,610,992,1012,245,48,99999,252273,"1",0,0,1
420,314,350,519,570,9,72,99999,25900,"1",0,0,1
1494,1071,1196,1861,2023,17,25,61590,7211,"1",0,0,1
634,412,535,909,1123,193,20,99999,7900,"1",0,0,1
830,596,648,1223,1227,275,2,99999,2369,"0",0,0,1
676,405,503,842,922,97,55,99999,70019,"0",0,0,1
616,454,457,776,1081,213,13,99999,39628,"1",0,0,1
1494,1071,1196,1861,2023,17,25,35425,6362,"1",0,0,1
584,448,451,782,785,113,5,99999,20662,"0",0,0,0
643,455,475,853,1139,489,48,99999,22134,"0",0,0,1
653,478,542,904,928,7,13,99999,3451,"1",0,0,1
1328,936,1017,1663,1953,11,50,5425,1692,"0",0,0,1
1036,674,823,1290,1411,27,25,75015,18272,"1",0,0,1
646,435,477,805,863,105,31,99999,3821,"0",0,0,1
643,455,500,920,933,109,48,99999,2398,"0",0,0,0
848,588,666,1116,1133,9,23,11800,117,"0",0,0,1
601,464,502,810,975,143,72,99999,39951,"1",0,0,1
739,531,623,993,1309,164,2,99999,1631,"0",0,0,1
676,479,570,996,1197,359,48,99999,2052,"0",1,0,0
805,615,679,1177,1181,35,56,99999,10247,"0",1,0,0
798,475,595,1028,1216,115,26,99999,152021,"1",0,0,1
715,547,603,890,1144,9,50,10075,112,"0",1,0,0
623,439,525,801,833,63,40,99999,14003,"0",0,0,1
1494,1071,1196,1861,2023,9,25,41095,8987,"1",0,0,1
785,578,582,1060,1258,49,30,99999,63395,"0",1,0,0
623,439,525,918,1103,149,40,99999,11629,"1",0,0,1
672,446,497,837,1190,127,17,99999,15429,"0",0,0,1
925,717,780,1283,1550,1,50,28600,164,"0",0,0,1
935,640,717,1217,1336,35,12,99999,95696,"1",1,0,0
747,444,569,953,998,27,55,99999,88759,"0",0,0,1
634,432,535,934,937,23,28,99999,16732,"0",0,1,0
646,457,477,952,955,283,48,99999,6886,"0",0,0,1
1234,825,920,1614,1695,1,25,74385,2750,"0",0,0,1
870,527,660,1242,1541,7,6,99999,220000,"1",0,0,1
935,557,719,1140,1270,3,50,63175,109,"0",0,0,0
850,551,664,1228,1454,115,6,99999,72155,"1",0,0,1
643,455,504,885,1139,67,48,99999,30464,"0",0,0,1
623,439,460,776,833,67,40,99999,6472,"0",0,1,0
1494,1071,1196,1861,2023,21,25,55745,92271,"1",0,0,0
581,395,444,856,859,121,47,99999,11753,"1",0,0,1
1030,790,802,1305,1548,5,9,32290,2976,"0",0,0,1
1030,790,802,1305,1548,5,9,8210,1727,"1",0,0,1
908,582,735,1338,1563,21,4,99999,375770,"1",0,0,1
1213,943,965,1523,1693,9,33,58340,331,"0",0,0,1
1494,1071,1196,1861,2023,25,25,56585,51755,"0",0,0,1
530,420,443,683,725,117,72,99999,15200,"0",0,0,1
833,571,660,1037,1205,19,23,2795,33039,"0",0,0,1
788,628,663,1084,1288,85,1,99999,11299,"1",0,0,1
665,432,502,828,967,203,20,99999,2234,"0",0,0,1
623,439,525,842,909,103,40,99999,11561,"0",0,0,1
1494,1071,1196,1861,2023,17,25,68050,6590,"1",0,0,1
609,472,475,800,934,23,5,99999,25970,"1",0,1,0
675,496,499,841,1196,23,54,99999,11937,"0",0,0,1
916,708,773,1213,1474,15,13,99999,100157,"1",0,0,1
558,410,412,723,746,115,21,99999,23356,"0",0,0,1
953,567,711,1187,1329,15,9,13810,2305,"1",0,0,1
586,430,433,840,864,201,13,99999,6125,"0",0,0,1
993,729,734,1413,1418,1,33,51540,2165,"1",0,0,1
657,515,549,865,965,13,42,99999,127089,"1",1,0,0
792,516,637,1056,1232,11,18,99999,56640,"1",0,0,1
628,442,464,782,839,99,40,99999,13488,"1",0,0,1
709,573,598,946,1134,7,33,13780,2301,"0",0,0,1
972,648,729,1185,1493,25,50,76225,900,"0",0,1,0
709,573,598,946,1134,7,33,19300,304,"1",0,0,1
1036,674,823,1290,1411,27,25,75400,3701,"1",0,0,1
643,455,483,922,933,343,48,99999,12934,"0",0,1,0
643,455,500,801,933,345,48,99999,1210,"1",0,0,0
748,502,584,1101,1141,17,55,99999,62415,"1",1,0,0
894,532,747,1113,1583,17,50,84175,3389,"1",1,0,0
620,422,458,903,906,53,28,99999,9375,"0",0,1,0
671,475,566,945,973,357,48,99999,10223,"0",0,0,1
707,571,596,890,945,9,39,99999,64757,"0",1,0,0
616,452,455,826,899,27,29,99999,44332,"1",0,0,1
769,463,579,1065,1173,25,39,99999,197363,"0",1,0,0
674,422,498,951,1194,51,16,99999,26140,"1",0,0,1
651,480,484,814,1046,67,27,99999,42239,"0",0,0,1
737,507,592,1020,1154,103,21,99999,15416,"1",0,0,1
1494,1071,1196,1861,2023,9,25,59245,8283,"1",0,0,1
772,499,591,973,1033,1,23,40665,2095,"1",0,0,1
1057,716,805,1353,1560,11,9,55500,5297,"1",0,0,1
1074,730,869,1421,1492,5,23,28240,16381,"1",0,0,1
601,464,502,810,975,29,72,99999,47648,"1",0,0,1
675,448,519,892,1038,169,27,99999,51461,"1",0,0,1
847,504,672,1055,1132,15,23,7485,2755,"0",0,1,0
836,675,705,1059,1291,3,25,60225,692,"1",0,1,0
643,408,501,829,859,3,55,99999,16157,"0",0,0,1
904,647,713,1126,1373,21,50,14350,1258,"0",0,0,1
833,571,660,1037,1205,19,23,57937,610,"1",0,0,1
640,468,502,943,946,73,46,99999,2071,"1",0,0,0
819,580,633,1114,1390,69,51,99999,78305,"1",0,0,0
558,419,471,695,776,25,21,99999,13878,"0",0,0,1
1232,833,985,1574,1713,3,24,99999,537656,"1",0,0,1
1494,1071,1196,1861,2023,25,25,13205,35177,"1",1,0,0
643,519,542,849,1139,77,51,99999,15533,"1",0,0,1
993,797,838,1306,1582,730,51,99999,32420,"1",0,0,1
792,555,619,1039,1140,67,36,99999,467026,"1",0,0,1
632,511,533,828,845,103,37,99999,10153,"0",0,0,1
724,459,543,951,1099,41,53,99999,75455,"0",0,1,0
1144,732,918,1425,1655,3,9,37070,124775,"1",0,1,0
586,441,444,864,985,99,13,99999,11008,"0",0,0,0
558,419,426,795,835,203,21,99999,17056,"0",0,0,0
558,410,412,822,825,1,21,99999,18656,"0",1,0,0
1144,732,918,1425,1655,7,9,18080,14005,"1",1,0,0
935,557,719,1140,1270,3,50,61000,714,"0",0,0,1
651,443,481,812,870,163,28,99999,28065,"0",1,0,0
1001,639,801,1320,1575,13,33,78580,2833,"1",0,0,0
604,399,509,807,973,149,29,99999,10881,"0",0,1,0
550,415,423,799,901,41,72,99999,43480,"1",0,0,0
623,411,460,785,1103,139,29,99999,12236,"0",0,1,0
1458,1167,1230,1951,2451,683,51,99999,37821,"1",0,0,1
1494,1071,1196,1861,2023,17,25,30700,13547,"1",0,0,0
1156,723,893,1696,1967,47,8,99999,5441,"0",0,0,1
632,511,533,827,1028,3,37,99999,37198,"0",0,0,1
1494,1071,1196,1861,2023,23,25,57775,17489,"1",0,0,1
774,492,628,1034,1162,1,47,99999,75129,"1",0,0,1
787,528,634,1095,1167,153,19,99999,430640,"1",0,0,1
1213,943,965,1523,1693,9,33,44100,533,"0",0,0,0
643,419,542,875,879,171,18,99999,8508,"0",0,0,0
1328,936,1017,1663,1953,11,50,64600,2190,"1",0,0,1
643,472,475,805,1139,25,8,99999,5823,"1",0,0,1
847,504,672,1055,1132,15,23,32715,1,"0",1,0,0
1316,874,1055,1639,1818,9,9,78740,45135,"1",0,0,0
558,410,412,798,809,197,21,99999,12613,"0",0,1,0
721,520,558,918,1003,173,18,99999,59689,"1",0,0,1
863,555,710,1159,1324,115,36,99999,63216,"1",0,0,0
604,399,509,752,933,153,29,99999,9723,"0",0,0,1
842,604,677,1049,1148,31,22,99999,26656,"1",0,0,1
627,460,463,924,927,29,22,99999,20822,"0",0,0,1
632,464,467,904,979,33,37,99999,23719,"0",0,0,1
